Value,Key
不允许在最后一个subsurf(或multires)之后.,after the last Subsurf (or Multires) are not allowed.
玛瑙agate,agate
对象的年龄,age of the object
年龄信息,age_info
衰老比率,aging_ratio
同意在插件首选项中的Scatter许可,agree to Scatter License in addons preferences
农业agriculture,agriculture
空气air,air
反射率,albedo
反照率_aov,albedo_aov
算法 1(algo 1),algo 1
算法 2(algo 2),algo 2
算法 algoDIR:,algoDIR:
一些观点 algoPOV:,algoPOV:
对齐,align
在中心对齐,align at center
对齐骨骼轴?,align bones axis?
在书的前边对齐,align books at the fore edge
在书脊处对齐书籍,align books at the spine
"对齐UV岛: 面 {}x n:{}, max:{}","align island: faces {}x n:{}, max:{}"
与中心线对齐,align to center line
居中对齐,align_center
向下对齐,align_down
向左下对齐,align_down_left
向右下对齐,align_down_right
向左对齐,align_left
对齐_最小,align_min
向右对齐,align_right
向上对齐,align_up
向左上对齐,align_up_left
向右上对齐,align_up_right
对齐垂直序列:,aligned vert sequences:
对准,alignment
在其他网格或对象上的面法线上对齐鼠标,aligns to MOUSE OVER face normal on other mesh or object. 
所有,all
所有活动对象,all active objects
全部并反转未选中,all and invert unselected
FaceBuilder的所有框架,all frames for FaceBuilder
所有选择层中的所有,all in all selected layers
文件夹中所有以前的烘焙都将被覆盖,all previous bakes in the folder will be overwritten
所有的预置都保存到磁盘的插件目录下.,all the presets are saved to the disk under the addon directory
这些系统的所有设置都将丢失,all the settings of those system(s) will be lost
所有三角形,all triangles
所有组,all_groups
一体化,allinone
允许更改新集合名称,allow Change the new collection name
允许调整曲线,allow adjust Curve
允许更改体素大小,allow change voxel size
允许再次拟合预览RIG,allow fit again the preview rig
允许再次拟合预览RIG,allow know if armature have fingers
允许邻近数据报告,allow proximity data reports
允许在进程结束时设置姿势模式,allow to pose mode at the end proces
允许,allowed
允许他们在同一时间工作在同一场景,allowing them to work on the same scene at the same time from
允许用户在不离开ipr渲染的情况下选择属性,allows user to select properties without leaving ipr render
沿 %s X 向,along %s X
沿 %s Y 向,along %s Y
沿 %s Z 向,along %s Z
沿 X 向,along X
沿 Y 向,along Y
沿 Z 向,along Z
沿局部 Z 向,along local Z
沿_法线(along_normal),along_normal
alpha,alpha
alpha和调色板不兼容,alpha and palette not compatible
alpha通道图像大小不匹配,alpha channel image size mismatch
alpha通道透明度 (RGBA),alpha channel transparency (RGBA)
alpha大小:,alpha size:
Alpha_混合_终点,alpha_blend_destination
Alpha混合操作,alpha_blend_operation
Alpha_混合_源,alpha_blend_source
alpha_对比度,alpha_contrast
alpha_factor,alpha_factor
alpha_hue_sat,alpha_hue_sat
alpha_模式,alpha_mode
alpha_value,alpha_value
已经创建,already created
则全部选择,already deselected
同时漫反射和半透明的总和也减少到1以下,also the sum of diffuse and translucency gets reduced below one 
alt + F / F.,alt+F / F
"alt+空格              切换全屏
ctrl+alt+鼠标中键   显示控制台
ctrl+alt+鼠标右键    切换用户界面翻译
ctrl+alt+~   保存启动文件","alt+Space              Toggle Full Screen
ctrl+alt+MiddleMouse   Show Console
ctrl+alt+RightMouse    Switch User Translate Interface
ctrl+alt+AccentGrave   Save Home File"
"alt:{} ctrl:{} shift:{} 类型:{} 值:{}  ID名称:{} 名称:{}
","alt:{} ctrl:{} shift:{} type:{} value:{}  idname:{} name:{}
"
海拔高度,altitude
铝,aluminium
总是,always
总是在任何其他窗图的顶部,always on top of any other windows
始终显示隐藏的原始网格指针,always show hidden original mesh pointer
环境光遮蔽,ambientOcclusion
环境颜色,ambient_color
ambient_factor,ambient_factor
%2$s 的参数 %1$s 有歧义,ambiguous argument %s for %s
关键字“%.*s”的参数指定含糊,ambiguous argument specification for keyword '%.*s'
便利设施 amenity,amenity
非晶碳(amorphous carbon),amorphous carbon
数量,amount
阵列数量,amount of array
振幅_缩放,amplitude_scale
人体anatomy,anatomy
人体-笔刷anatomy-brush,anatomy-brush
以及AMD Radeon Pro %s 驱动器或更新,and AMD Radeon Pro %s driver or newer
以及AMD Radeon Pro 21.Q4驱动器或更新,and AMD Radeon Pro 21.Q4 driver or newer
以及AMD驱动程序 %s 版本或更新,and AMD driver version %s or newer
以及AMD驱动程序22.10版本或更新,and AMD driver version 22.10 or newer
和 AMD驱动程序版本？？？或更新,and AMD driver version ??? or newer
以及Linux驱动版本xx.xx.23570或更新,and Linux driver version xx.xx.23570 or newer
以及Nvidia驱动程序 %s 版本或更新,and NVIDIA driver version %s or newer
以及Nvidia驱动程序470版本或更新,and NVIDIA driver version 470 or newer
并将其设置与源文件同步,and Synchronize their settings with the source
以及Windows驱动版本 %s 或更新,and Windows driver version %s or newer
以及Windows驱动版本101.3268或更新,and Windows driver version 101.3268 or newer
以及Windows驱动版本101.3430或更新,and Windows driver version 101.3430 or newer
并附加到所选择的网格对象,and attach them to selected mesh object
和颜色设置为环境纹理,and color set to Environment Texture
和颜色类型 (%d).,and colour type (%d).
和编辑.,and editing.
并找出那些令人讨厌的错误。,and identify those nasty bugs.
并移动您的鼠标,and move your mouse
其他两种颜色是,and other two colors are
还有一些是黑色的,and others are shades of black
并删除视图，替换图像文件，设置帧大小然后进入钉固模式 ,"and removing views, replace image files, set the Frame size and go into Pin Mode "
并将其设置为活动,and set it as active
当入射光是(and smallest when the incident light is) ,and smallest when the incident light is 
以及附加的原子Blender and the addon Atomic Blender - PDB\n,and the addon Atomic Blender - PDB\n
以及附加的原子Blender-xyz. and the addon Atomic Blender - XYZ. ,and the addon Atomic Blender - XYZ. 
以及响应鼠标指针操作的活跃区域的大小.,and the size of the active area that responds to mouse pointer actions.
然后按OK; Blender可能暂停下载,and then press OK; blender may pause briefly to download
然后，使用相对偏移或恒定偏移，或者两者都使用.,"and then, use Relative or Constant Offsets, or both."
"而这种做法是不好的,选择一个有效的目录",and this is not good practice. Choose a directory that is valid
并在3D视图中编辑它们,and to edit them in the 3DView
用它附近的颜色,and uses colors near it in the
"虽然有信息标签让您知道要注意什么,您还是应该把它当作","and while there are info tags to let you know what to look out for, you should still use it as"
和白色的,and white
而且您有可能丢失任何 贴花/裁剪片/图集,and you risk loosing any Decals/Trim Sheets/Atlases you have
你会在模态操作中.,and you will be in the Modal Operator.
你将进入一个模态.,and you will enter in a Modal.
纵横交错,andoned
android-hl,android-hl
两面之间的夹角:,angle between two faces:
应用角度边缘标记,angle edge marks are applied to
角面阈值,angle face threshold
角度形状阈值,angle shape threshold
%1°,%1°
愤怒01,angry01
动画,aniation
动画开始类型,anim_start_type
动物animal,animal
动物-笔刷animal-brush,animal-brush
动物材质animal-material,animal-material
动物animals,animals
动画,animation
动画),animation)
各向异性着色效果,anisotropic shading effects
各向异性旋转,anisotropicAngle
各向异性等级,anisotropicLevel
烦恼01,annoyed01
另一个装配,another_assembly
另一种颜色,another_color
人体测量学,anthropometry
反平行于观察方向 ,anti-parallel to the viewing direction 
肛门,anus
焦虑01,anxious01
任何.blend材质,any .blend Material
最终光能传递过程中的任何新采样,any new samples during the final radiosity pass
任何其他引擎,any other engine
anyGpuVendor,anyGpuVendor
任何人_风格1,anyme_style1
任何人_风格2,anyme_style2
任何人_风格3,anyme_style3
环境光遮蔽AO,ao
AO大小:,ao size:
AO颜色,ao_color
ao_系数,ao_factor
AO半径,ao_radius
AO采样,ao_samples
光圈,aperture
api密钥使用时间,api key life time
API密钥超时,api key timeout
仅显示为不可见（未渲染） ,"appear invisible (not rendered), only "
追加,append
附加一个处理程序,append a handler
添加循环直到有n个项目,append cylcing till have n items
追加贴花,append decal
追加材质,append materials
添加到界面,append to UI
应用_arp,append_arp
附加 ,appended 
追加 SSGI_NodeGroups 材质,appended SSGI_NodeGroups material
追加资产,appending asset
苹果,apple
appleseed,appleseed
appleseed-色彩,appleseed - Color
appleseed-无目录,appleseed - No Category
appleseed -没有OSL脚本选择!,appleseed - No OSL script selected!
appleseed - OSL脚本没有编译!,appleseed - OSL script did not compile!
appleseed-脚本,appleseed - Script
appleseed-着色器,appleseed - Shader
appleseed-输出,appleseed - Surface
appleseed-贴图2D,appleseed - Texture2D
appleseed-贴图3D,appleseed - Texture3D
appleseed-实用程序,appleseed - Utility
appleseed导出,appleseed Export
appleseed库版本：,appleseed Library Versions:
appleseed OSL插座,appleseed OSL base socket
appleseed对象选项,appleseed Object Options
appleseed 后期处理,appleseed Post Process
appleseed渲染引擎,appleseed Render Engine
appleseed渲染,appleseed Rendering
appleseed渲染:加载场景,appleseed Rendering: Loading scene
appleseed渲染:采样%i (%i)，平铺%i (%i)完成,"appleseed Rendering: Pass %i of %i, Tile %i of %i completed"
appleseed渲染：场景转换,appleseed Rendering: Translating scene
appleseedSSS集,appleseed SSS Sets
appleseed纹理,appleseed Texture
appleseed 后期-处理,appleseed post-processing
appleseed {lib-version} | 时间: {render-time},appleseed {lib-version} | Time: {render-time}
appleseed标准材质着色器,appleseed's standard material shader.
appleseed-颜色,appleseed-Color
appleseed-无分类,appleseed-No Category
appleseed-脚本,appleseed-Script
appleseed-着色器,appleseed-Shader
appleseed-表面,appleseed-Surface
appleseed-纹理2D,appleseed-Texture2D
appleseed-纹理3D,appleseed-Texture3D
appleseed-实用程序(Utility),appleseed-Utility
appleseed: 终止渲染,appleseed: Abort rendering
appleseed:添加渲染通道,appleseed: Adding render passes
appleseed: 在{self.__mat_name}节点树上添加{node.name}着色器。,appleseed: Adding {node.name} shader to {self.__mat_name} node tree
appleseed: 将{node.name}源着色器添加到{self.__mat_name}节点树上。,appleseed: Adding {node.name} source shader to {self.__mat_name} node tree
"appleseed: 计算出对象 %s的网格签名, 哈希: %s","appleseed: Computed mesh signature for object %s, hash: %s"
appleseed: 创建appleseed项目,appleseed: Creating appleseed project
appleseed：为{self.orig_name}创建档案资产实体。,appleseed: Creating archive asset entity for {self.orig_name}
appleseed：为{archive_obj.name_full}创建档案资产翻译器。,appleseed: Creating archive asset translator for {archive_obj.name_full}
appleseed: 创建默认材质,appleseed: Creating default material
appleseed: 为{self.obj_name}创建最终渲染相机实体。,appleseed: Creating final render camera entity for {self.obj_name}
appleseed: 为{cam.name_full}创建最终渲染相机转换器。,appleseed: Creating final render camera translator for {cam.name_full}
appleseed：为{self.bl_camera.name_full}创建交互式摄像机实体。,appleseed: Creating interactive camera entity for {self.bl_camera.name_full}
appleseed： 为{cam.name_full}创建交互式相机翻译器。,appleseed: Creating interactive camera translator for {cam.name_full}
appleseed: 为{self.orig_name}创建灯具实体。,appleseed: Creating lamp entity for {self.orig_name}
appleseed。为{bl_lamp.name_full}创建灯具转换器:,appleseed: Creating lamp translator for {bl_lamp.name_full}
appleseed：为{self.orig_name}创建材质实体。,appleseed: Creating material entity for {self.orig_name}
appleseed：为{mat.name_full}创建材质转换器。,appleseed: Creating material translator for {mat.name_full}
appleseed: 为{self.orig_name}创建网格实体。,appleseed: Creating mesh entity for {self.orig_name}
appleseed: 为{bl_obj.name_full}创建网格转换器。,appleseed: Creating mesh translator for {bl_obj.name_full}
appleseed: 为{self.__mat_name}节点树创建节点树实体。,appleseed: Creating node tree entitiy for {self.__mat_name} node tree
